"Date","Demographic.Level","Not.at.all","Somewhat","Moderately","Very","Extremely"
"29.4.24","25-49 Liberal Democrats",29,31,22,12,6
"29.4.24","25-49 Other",35,32,19,9,5
"29.4.24","25-49 SNP",27,31,23,13,7
"29.4.24","50-64 Brexit Party",34,32,20,10,5
"29.4.24","50-64 Conservatives",35,32,19,10,5
"29.4.24","50-64 Greens",44,30,15,7,3
"29.4.24","50-64 Labour",34,32,20,10,5
"29.4.24","50-64 Liberal Democrats",37,31,18,9,4
"29.4.24","50-64 Other",44,30,15,7,3
"29.4.24","50-64 SNP",35,32,19,9,5
"29.4.24","65+ Brexit Party",46,30,15,7,3
"29.4.24","65+ Conservatives",48,29,14,6,3
"29.4.24","65+ Greens",58,26,10,4,2
"29.4.24","65+ Labour",47,30,14,6,3
"29.4.24","65+ Liberal Democrats",51,28,13,5,3
"29.4.24","65+ Other",57,26,11,4,2
"29.4.24","65+ SNP",48,29,14,6,3
"29.4.24","Asian Brexit Party",28,31,22,13,7
"29.4.24","Asian Conservatives",29,30,22,12,7
"29.4.24","Asian Greens",34,31,20,10,5
"29.4.24","Asian Labour",25,30,24,14,8
"29.4.24","Asian Liberal Democrats",29,31,22,12,6
"29.4.24","Asian Other",36,31,19,9,5
"29.4.24","Asian SNP",26,30,23,13,7
"29.4.24","Black Brexit Party",22,29,25,16,9
"29.4.24","Black Conservatives",23,29,24,15,9
"29.4.24","Black Greens",25,30,23,14,8
"29.4.24","Black Labour",18,26,26,18,12
"29.4.24","Black Liberal Democrats",23,28,24,15,9
"29.4.24","Black Other",29,30,22,12,7
"29.4.24","Black SNP",20,27,25,17,11
"29.4.24","Mixed Brexit Party",33,31,20,10,5
"29.4.24","Mixed Conservatives",35,31,19,10,5
"29.4.24","Mixed Greens",38,31,18,9,5
"29.4.24","Mixed Labour",28,30,22,13,7
"29.4.24","Mixed Liberal Democrats",34,31,20,10,5
"29.4.24","Mixed Other",42,30,16,8,4
"29.4.24","Mixed SNP",30,30,21,12,7
"29.4.24","Other Brexit Party",41,30,17,8,4
"29.4.24","Other Conservatives",43,30,16,7,4
"29.4.24","Other Greens",45,30,15,7,3
"29.4.24","Other Labour",35,31,19,10,5
"29.4.24","Other Liberal Democrats",42,30,16,8,4
"29.4.24","Other Other",50,28,13,6,3
"29.4.24","Other SNP",38,31,18,9,5
"29.4.24","White Brexit Party",37,31,18,9,5
"29.4.24","White Conservatives",39,31,17,8,4
"29.4.24","White Greens",44,30,16,7,4
"29.4.24","White Labour",33,31,20,11,5
"29.4.24","White Liberal Democrats",39,31,18,9,4
"29.4.24","White Other",47,29,14,6,3
"29.4.24","White SNP",35,31,19,10,5
"13.5.24","National",35,30,19,10,5
"13.5.24","Female",31,31,20,12,6
"13.5.24","Male",39,30,17,9,5
"13.5.24","18-24",32,31,20,11,6
"13.5.24","25-49",30,30,21,12,6
"13.5.24","50-64",34,31,19,11,5
"13.5.24","65+",45,29,15,7,4
"13.5.24","Asian",25,29,23,15,8
"13.5.24","Black",29,29,21,13,7
"13.5.24","Mixed",37,30,18,10,5
"13.5.24","Other",36,30,19,11,5
"13.5.24","White",37,30,18,10,5
"13.5.24","Brexit Party",27,29,22,14,8
"13.5.24","Conservatives",38,30,18,10,5
"13.5.24","Greens",34,30,19,11,6
"13.5.24","Labour",32,30,20,12,6
"13.5.24","Liberal Democrats",37,30,18,10,5
"13.5.24","Other",37,30,18,10,5
"13.5.24","SNP",35,30,19,10,5
"13.5.24","Female 18-24",29,31,21,12,6
"13.5.24","Female 25-49",28,30,22,13,7
"13.5.24","Female 50-64",30,31,21,12,6
"13.5.24","Female 65+",38,31,18,9,5
"13.5.24","Male 18-24",35,31,19,10,5
"13.5.24","Male 25-49",31,31,20,12,6
"13.5.24","Male 50-64",39,31,17,9,4
"13.5.24","Male 65+",53,27,12,6,3
"13.5.24","Female Asian",22,29,24,16,9
"13.5.24","Female Black",23,29,24,16,9
"13.5.24","Female Mixed",32,31,20,12,6
"13.5.24","Female Other",27,30,22,13,7
"13.5.24","Female White",33,31,20,11,6
"13.5.24","Male Asian",27,30,22,14,7
"13.5.24","Male Black",34,30,19,11,6
"13.5.24","Male Mixed",42,29,16,8,4
"13.5.24","Male Other",40,30,17,9,4
"13.5.24","Male White",41,30,17,9,4
"13.5.24","Female Brexit Party",22,28,24,16,9
"13.5.24","Female Conservatives",33,31,20,11,6
"13.5.24","Female Greens",31,31,20,12,6
"13.5.24","Female Labour",29,30,21,13,7
"13.5.24","Female Liberal Democrats",33,31,20,11,6
"13.5.24","Female Other",32,31,20,11,6
"13.5.24","Female SNP",32,31,20,12,6
"13.5.24","Male Brexit Party",29,30,21,13,7
"13.5.24","Male Conservatives",42,29,16,8,4
"13.5.24","Male Greens",37,30,18,10,5
"13.5.24","Male Labour",36,30,19,10,5
"13.5.24","Male Liberal Democrats",40,30,17,9,4
"13.5.24","Male Other",39,30,17,9,5
"13.5.24","Male SNP",39,30,17,9,5
"13.5.24","18-24 Asian",25,30,23,15,8
"13.5.24","18-24 Black",24,29,23,15,8
"13.5.24","18-24 Mixed",31,31,20,12,6
"13.5.24","18-24 Other",28,30,22,13,7
"13.5.24","18-24 White",34,31,19,10,5
"13.5.24","25-49 Asian",22,29,24,16,9
"13.5.24","25-49 Black",22,28,24,16,9
"13.5.24","25-49 Mixed",28,30,22,13,7
"13.5.24","25-49 Other",26,30,23,14,8
"13.5.24","25-49 White",31,31,20,12,6
"13.5.24","50-64 Asian",26,30,23,14,8
"13.5.24","50-64 Black",25,29,23,15,8
"13.5.24","50-64 Mixed",32,31,20,11,6
"13.5.24","50-64 Other",30,30,21,12,6
"13.5.24","50-64 White",35,31,19,10,5
"13.5.24","65+ Asian",36,30,19,10,5
"13.5.24","65+ Black",39,30,17,9,4
"13.5.24","65+ Mixed",44,29,15,8,4
"13.5.24","65+ Other",44,29,15,8,4
"13.5.24","65+ White",46,29,14,7,3
"13.5.24","18-24 Brexit Party",24,29,23,15,8
"13.5.24","18-24 Conservatives",33,31,20,11,5
"13.5.24","18-24 Greens",33,31,20,11,6
"13.5.24","18-24 Labour",31,31,20,12,6
"13.5.24","18-24 Liberal Democrats",34,31,19,11,5
"13.5.24","18-24 Other",33,31,20,11,6
"13.5.24","18-24 SNP",34,31,19,11,5
"13.5.24","25-49 Brexit Party",20,27,25,17,10
"13.5.24","25-49 Conservatives",30,31,21,12,6
"13.5.24","25-49 Greens",30,31,21,12,6
"13.5.24","25-49 Labour",29,30,21,13,7
"13.5.24","25-49 Liberal Democrats",31,31,20,12,6
"13.5.24","25-49 Other",30,31,21,12,6
"13.5.24","25-49 SNP",31,31,20,12,6
"13.5.24","50-64 Brexit Party",25,29,23,15,8
"13.5.24","50-64 Conservatives",35,31,19,10,5
"13.5.24","50-64 Greens",35,31,19,10,5
"13.5.24","50-64 Labour",33,31,19,11,5
"13.5.24","50-64 Liberal Democrats",36,31,18,10,5
"13.5.24","50-64 Other",36,31,18,10,5
"13.5.24","50-64 SNP",35,31,19,10,5
"13.5.24","65+ Brexit Party",34,30,19,11,5
"13.5.24","65+ Conservatives",46,29,15,7,3
"13.5.24","65+ Greens",43,30,16,8,4
"13.5.24","65+ Labour",44,29,15,8,4
"13.5.24","65+ Liberal Democrats",47,29,14,7,3
"13.5.24","65+ Other",45,29,15,7,4
"13.5.24","65+ SNP",48,28,14,7,3
"13.5.24","Asian Brexit Party",18,26,25,19,12
"13.5.24","Asian Conservatives",26,29,22,14,8
"13.5.24","Asian Greens",25,29,23,15,8
"13.5.24","Asian Labour",23,29,24,16,9
"13.5.24","Asian Liberal Democrats",26,30,22,14,8
"13.5.24","Asian Other",26,29,23,14,8
"13.5.24","Asian SNP",26,30,23,14,8
"13.5.24","Black Brexit Party",22,27,24,17,10
"13.5.24","Black Conservatives",32,30,20,12,6
"13.5.24","Black Greens",26,29,22,14,8
"13.5.24","Black Labour",25,29,23,15,8
"13.5.24","Black Liberal Democrats",30,30,21,13,7
"13.5.24","Black Other",30,30,21,13,7
"13.5.24","Black SNP",29,30,21,13,7
"13.5.24","Mixed Brexit Party",28,29,21,13,7
"13.5.24","Mixed Conservatives",39,30,17,9,4
"13.5.24","Mixed Greens",34,30,19,11,5
"13.5.24","Mixed Labour",33,30,20,11,6
"13.5.24","Mixed Liberal Democrats",38,30,18,10,5
"13.5.24","Mixed Other",38,30,18,10,5
"13.5.24","Mixed SNP",37,30,18,10,5
"13.5.24","Other Brexit Party",28,29,22,14,8
"13.5.24","Other Conservatives",39,30,17,9,5
"13.5.24","Other Greens",32,30,20,12,6
"13.5.24","Other Labour",31,30,21,12,6
"13.5.24","Other Liberal Democrats",37,30,18,10,5
"13.5.24","Other Other",37,30,18,10,5
"13.5.24","Other SNP",35,30,19,11,5
"13.5.24","White Brexit Party",28,30,22,14,7
"13.5.24","White Conservatives",39,30,17,9,5
"13.5.24","White Greens",35,31,19,10,5
"13.5.24","White Labour",34,31,19,11,5
"13.5.24","White Liberal Democrats",38,30,18,9,5
"13.5.24","White Other",38,30,18,9,5
"13.5.24","White SNP",37,30,18,10,5
"27.5.24","National",37,31,17,11,4
"27.5.24","Female",37,31,17,11,4
"27.5.24","Male",37,31,17,11,4
"27.5.24","18-24",30,32,19,13,5
"27.5.24","25-49",31,32,19,13,5
"27.5.24","50-64",32,32,19,13,5
"27.5.24","65+",51,29,12,7,2
"27.5.24","Asian",32,32,19,13,5
"27.5.24","Black",31,31,19,14,5
"27.5.24","Mixed",34,31,18,12,5
"27.5.24","Other",30,31,19,14,6
"27.5.24","White",38,31,17,11,4
"27.5.24","Brexit Party",29,31,20,15,6
"27.5.24","Conservatives",39,31,16,10,4
"27.5.24","Greens",33,31,18,12,5
"27.5.24","Labour",34,31,18,12,5
"27.5.24","Liberal Democrats",36,31,17,12,4
"27.5.24","Other",50,29,12,7,2
"27.5.24","SNP",37,31,17,11,4
"27.5.24","Female 18-24",31,32,19,13,5
"27.5.24","Female 25-49",31,32,19,13,5
"27.5.24","Female 50-64",31,32,19,13,5
"27.5.24","Female 65+",51,29,12,6,2
"27.5.24","Male 18-24",29,32,20,14,5
"27.5.24","Male 25-49",31,32,19,13,5
"27.5.24","Male 50-64",33,32,18,12,5
"27.5.24","Male 65+",50,29,12,7,2
"27.5.24","Female Asian",32,32,19,13,5
"27.5.24","Female Black",28,31,20,15,6
"27.5.24","Female Mixed",34,31,18,12,5
"27.5.24","Female Other",27,30,21,16,7
"27.5.24","Female White",38,31,16,11,4
"27.5.24","Male Asian",32,32,19,13,5
"27.5.24","Male Black",33,31,18,13,5
"27.5.24","Male Mixed",34,31,18,12,5
"27.5.24","Male Other",32,31,19,13,5
"27.5.24","Male White",38,31,17,11,4
"27.5.24","Female Brexit Party",30,31,20,14,6
"27.5.24","Female Conservatives",40,31,16,10,4
"27.5.24","Female Greens",34,31,18,12,5
"27.5.24","Female Labour",34,31,18,12,5
"27.5.24","Female Liberal Democrats",36,31,17,11,4
"27.5.24","Female Other",52,28,12,7,2
"27.5.24","Female SNP",36,31,17,11,4
"27.5.24","Male Brexit Party",28,31,20,15,6
"27.5.24","Male Conservatives",39,31,16,10,4
"27.5.24","Male Greens",32,32,19,13,5
"27.5.24","Male Labour",33,31,18,12,5
"27.5.24","Male Liberal Democrats",35,31,17,12,4
"27.5.24","Male Other",48,29,13,7,3
"27.5.24","Male SNP",37,31,17,11,4
"27.5.24","18-24 Asian",29,32,20,14,5
"27.5.24","18-24 Black",24,30,22,17,7
"27.5.24","18-24 Mixed",24,31,22,17,7
"27.5.24","18-24 Other",21,29,23,19,8
"27.5.24","18-24 White",32,32,19,13,5
"27.5.24","25-49 Asian",30,32,20,14,5
"27.5.24","25-49 Black",24,30,22,17,7
"27.5.24","25-49 Mixed",25,31,22,16,7
"27.5.24","25-49 Other",21,29,23,19,8
"27.5.24","25-49 White",32,32,19,12,5
"27.5.24","50-64 Asian",30,32,20,14,5
"27.5.24","50-64 Black",24,30,22,17,7
"27.5.24","50-64 Mixed",25,31,22,16,7
"27.5.24","50-64 Other",21,29,23,19,8
"27.5.24","50-64 White",32,32,19,12,5
"27.5.24","65+ Asian",50,29,12,7,2
"27.5.24","65+ Black",43,31,15,9,3
"27.5.24","65+ Mixed",44,31,14,8,3
"27.5.24","65+ Other",39,32,16,10,4
"27.5.24","65+ White",53,28,11,6,2
"27.5.24","18-24 Brexit Party",21,29,23,19,8
"27.5.24","18-24 Conservatives",30,32,19,13,5
"27.5.24","18-24 Greens",29,32,20,14,5
"27.5.24","18-24 Labour",30,32,19,13,5
"27.5.24","18-24 Liberal Democrats",30,32,20,14,5
"27.5.24","18-24 Other",42,31,15,9,3
"27.5.24","18-24 SNP",32,32,19,12,5
"27.5.24","25-49 Brexit Party",23,30,22,18,7
"27.5.24","25-49 Conservatives",32,32,19,13,5
"27.5.24","25-49 Greens",30,32,19,13,5
"27.5.24","25-49 Labour",31,32,19,13,5
"27.5.24","25-49 Liberal Democrats",31,32,19,13,5
"27.5.24","25-49 Other",43,31,14,8,3
"27.5.24","25-49 SNP",33,32,18,12,4
"27.5.24","50-64 Brexit Party",24,30,22,17,7
"27.5.24","50-64 Conservatives",32,32,19,13,5
"27.5.24","50-64 Greens",31,32,19,13,5
"27.5.24","50-64 Labour",31,32,19,13,5
"27.5.24","50-64 Liberal Democrats",31,32,19,13,5
"27.5.24","50-64 Other",44,31,14,8,3
"27.5.24","50-64 SNP",34,32,18,12,4
"27.5.24","65+ Brexit Party",40,31,16,10,3
"27.5.24","65+ Conservatives",51,29,12,7,2
"27.5.24","65+ Greens",49,29,12,7,2
"27.5.24","65+ Labour",50,29,12,7,2
"27.5.24","65+ Liberal Democrats",50,29,12,7,2
"27.5.24","65+ Other",63,24,8,4,1
"27.5.24","65+ SNP",53,28,11,6,2
"27.5.24","Asian Brexit Party",24,30,22,17,7
"27.5.24","Asian Conservatives",34,31,18,12,5
"27.5.24","Asian Greens",30,32,20,14,5
"27.5.24","Asian Labour",30,32,19,13,5
"27.5.24","Asian Liberal Democrats",31,32,19,13,5
"27.5.24","Asian Other",44,30,14,8,3
"27.5.24","Asian SNP",33,32,18,12,5
"27.5.24","Black Brexit Party",25,29,21,17,7
"27.5.24","Black Conservatives",34,31,18,12,5
"27.5.24","Black Greens",27,30,21,16,6
"27.5.24","Black Labour",27,31,21,15,6
"27.5.24","Black Liberal Democrats",30,31,20,14,6
"27.5.24","Black Other",44,30,14,9,3
"27.5.24","Black SNP",31,31,19,14,5
"27.5.24","Mixed Brexit Party",27,30,20,16,7
"27.5.24","Mixed Conservatives",38,31,17,11,4
"27.5.24","Mixed Greens",30,31,20,14,6
"27.5.24","Mixed Labour",30,31,20,14,6
"27.5.24","Mixed Liberal Democrats",33,31,18,13,5
"27.5.24","Mixed Other",47,29,13,8,3
"27.5.24","Mixed SNP",33,31,18,13,5
"27.5.24","Other Brexit Party",24,29,22,18,8
"27.5.24","Other Conservatives",33,31,18,13,5
"27.5.24","Other Greens",25,30,21,17,7
"27.5.24","Other Labour",26,30,21,16,7
"27.5.24","Other Liberal Democrats",29,30,20,15,6
"27.5.24","Other Other",42,30,15,9,3
"27.5.24","Other SNP",30,31,20,14,6
"27.5.24","White Brexit Party",30,31,20,14,6
"27.5.24","White Conservatives",41,31,16,10,4
"27.5.24","White Greens",34,32,18,12,4
"27.5.24","White Labour",35,32,18,12,4
"27.5.24","White Liberal Democrats",37,31,17,11,4
"27.5.24","White Other",51,28,12,7,2
"27.5.24","White SNP",38,31,16,10,4
